code,nl
"function incrementInventory ( uint256 _productId , uint256 _inventoryAdjustment ) external onlyCLevel { _incrementInventory ( _productId , _inventoryAdjustment ) ; ProductInventoryAdjusted ( _productId , availableInventoryOf ( _productId ) ) ; }
","incrementInventory - increments the inventory of a product
"
"function approveWithSender ( address _sender , address _spender , uint256 _value ) public onlyProxy returns ( bool success ) { require ( _spender != address ( 0 ) ) ; erc20Store . setAllowance ( _sender , _spender , _value ) ; erc20Proxy . emitApproval ( _sender , _spender , _value ) ; return true ; }
","Core logic of the ERC20 ` approve ` function .
"
"function isPaused ( ) public view returns ( bool ) { return getBool ( Encoder . getKey ( ""paused"" ) ) ; }
","Checks whether the contract operations is paused or not
"
"function addPolicyRule ( bytes4 _sig , address _contract , bytes32 _groupName , uint _acceptLimit , uint _declineLimit ) onlyContractOwner external returns ( uint ) { require ( _sig != 0x0 ) ; require ( _contract != 0x0 ) ; require ( GroupsAccessManager ( accessManager ) . isGroupExists ( _groupName ) ) ; require ( _acceptLimit != 0 ) ; require ( _declineLimit != 0 ) ; bytes32 _policyHash = keccak256 ( _sig , _contract ) ; if ( policyId2Index [ _policyHash ] == 0 ) { uint _policiesCount = policiesCount . add ( 1 ) ; index2PolicyId [ _policiesCount ] = _policyHash ; policyId2Index [ _policyHash ] = _policiesCount ; policiesCount = _policiesCount ; } Policy storage _policy = policyId2policy [ _policyHash ] ; uint _policyGroupsCount = _policy . groupsCount ; if ( _policy . groupName2index [ _groupName ] == 0 ) { _policyGroupsCount += 1 ; _policy . groupName2index [ _groupName ] = _policyGroupsCount ; _policy . participatedGroups [ _policyGroupsCount ] . groupName = _groupName ; _policy . groupsCount = _policyGroupsCount ; _policy . sig = _sig ; _policy . contractAddress = _contract ; } uint _previousAcceptLimit = _policy . participatedGroups [ _policyGroupsCount ] . acceptLimit ; uint _previousDeclineLimit = _policy . participatedGroups [ _policyGroupsCount ] . declineLimit ; _policy . participatedGroups [ _policyGroupsCount ] . acceptLimit = _acceptLimit ; _policy . participatedGroups [ _policyGroupsCount ] . declineLimit = _declineLimit ; _policy . totalAcceptedLimit = _policy . totalAcceptedLimit . sub ( _previousAcceptLimit ) . add ( _acceptLimit ) ; _policy . totalDeclinedLimit = _policy . totalDeclinedLimit . sub ( _previousDeclineLimit ) . add ( _declineLimit ) ; PolicyRuleAdded ( _sig , _contract , _policyHash , _groupName , _acceptLimit , _declineLimit ) ; return OK ; }
","Register new policy rule Can be called only by contract owner
"
"function replaceWizard ( address _replacement ) { externalEnter ( ) ; replaceWizardRP ( _replacement ) ; externalLeave ( ) ; }
","Used by either the topWizard or subWizard to transfer all rights to future commissions to the ` _replacement ` wizard .
"
"function onTokenReceived ( address _from , uint256 _value , uint256 _action , bytes _data ) public /* onlyTokenContract */ returns ( bytes4 ) ;
","Handle the receipt of Menlo Tokens
"
"function balanceOf ( address _owner ) public view returns ( uint256 balance ) { return balances [ _owner ] ; }
","Get balance of account
"
"function ownerPowerUpContract ( ) external onlyOwner { require ( ! contractPoweredUp ) ; require ( parsecToken . balanceOf ( this ) >= PARSECS_TOTAL_AMOUNT ) ; contractPoweredUp = true ; }
","Check if contract has enough Parsecs to cover hard cap
"
"function setRBInformationStoreAddress ( address _address ) onlyMultiSig { rbInformationStore = RBInformationStore ( _address ) ; LogSetRBInformationStoreAddress ( _address ) ; }
","Change rbInformationStoreAddress .
"
"function checkCompletedCrowdsale ( ) public whenNotPaused { if ( ! isEnded ) { if ( hasEnded ( ) && ! goalReached ( ) ) { vault . enableRefunds ( ) ; isRefunding = true ; isEnded = true ; Finalized ( ) ; } else if ( goalReached ( ) ) { vault . close ( ) ; isEnded = true ; Finalized ( ) ; } } }
","Check if the crowdsale has ended and enables refunds only in case the goal has n't been reached
"
"function tokenByIndex ( uint256 _index ) external view returns ( uint256 ) { require ( _index < _allTokens . length , ""Index out of bounds"" ) ; return _allTokens [ _index ] ; }
","Enumerate valid NFTs
"
"function getBonusPercentage ( uint _cents ) view public returns ( uint256 ) { for ( uint8 i = 0 ; i < bonusLimits . length ; i ++ ) { if ( _cents >= bonusLimits [ i ] ) { return bonusPercentages [ i ] ; } } }
","Gets the bonus applicable for the supplied dollar cent value .
"
"function removeAdmin ( address _address ) external onlyAdmin { require ( _address != address ( 0 ) ) ; require ( admins [ _address ] ) ; require ( _address != owner ) ; admins [ _address ] = false ; emit AdminRemoved ( _address ) ; }
","Removes the specified address from the list of administrators .
"
"function createGroup ( bytes32 _groupName , uint _priority ) external onlyContractOwner returns ( uint ) { require ( _groupName != bytes32 ( 0 ) ) ; if ( isGroupExists ( _groupName ) ) { return USER_MANAGER_GROUP_ALREADY_EXIST ; } uint _groupsCount = groupsCount . add ( 1 ) ; groupName2index [ _groupName ] = _groupsCount ; index2groupName [ _groupsCount ] = _groupName ; groupName2group [ _groupName ] = Group ( _groupName , _priority , 0 ) ; groupsCount = _groupsCount ; GroupCreated ( _groupName ) ; return OK ; }
","Create group Can be called only by contract owner
"
"function getDeedTimestampByAddress ( string propertyAddress , uint256 i ) public constant returns ( uint256 ) { string memory deed = getDeedByAddress ( propertyAddress , i ) ; return getDeedTimestamp ( deed ) ; }
","Gets the deed registration timestamp by property address and chronological index
"
"function getCity ( uint256 _tokenId ) public view returns ( string cityName , string country , uint256 sellingPrice , address owner ) { City storage city = cities [ _tokenId ] ; cityName = city . name ; country = city . country ; sellingPrice = cityIndexToPrice [ _tokenId ] ; owner = cityIndexToOwner [ _tokenId ] ; }
","Returns all the relevant information about a specific city .
"
"function burn ( uint256 _value ) public returns ( bool success ) { require ( balanceOf [ msg . sender ] > _value ) ; balanceOf [ msg . sender ] -= _value ; totalSupply -= _value ; Burn ( msg . sender , _value ) ; return true ; }
","Remove ` _value ` tokens from the system irreversibly
"
"function claimPlotMultipleWithData ( uint256 [ ] _deedIds , string name , string description , string imageUrl , string infoUrl ) public payable whenNotPaused { uint256 buyAmount = _deedIds . length ; uint256 etherRequired ; if ( freeClaimAllowance [ msg . sender ] > 0 ) { if ( freeClaimAllowance [ msg . sender ] > buyAmount ) { freeClaimAllowance [ msg . sender ] -= buyAmount ; etherRequired = 0 ; } else { uint256 freeAmount = freeClaimAllowance [ msg . sender ] ; delete freeClaimAllowance [ msg . sender ] ; etherRequired = unclaimedPlotPrice . mul ( buyAmount - freeAmount ) ; } } else { etherRequired = unclaimedPlotPrice . mul ( buyAmount ) ; } require ( msg . value >= etherRequired ) ; uint256 offset = plots . length ; plots . length = plots . length . add ( _deedIds . length ) ; for ( uint256 i = 0 ; i < _deedIds . length ; i ++ ) { uint256 _deedId = _deedIds [ i ] ; require ( validIdentifier ( _deedId ) ) ; require ( identifierToOwner [ _deedId ] == address ( 0 ) ) ; plots [ offset + i ] = uint32 ( _deedId ) ; _transfer ( address ( 0 ) , msg . sender , _deedId ) ; _setPlotData ( _deedId , name , description , imageUrl , infoUrl ) ; } uint256 excess = msg . value - etherRequired ; if ( excess > 0 ) { msg . sender . transfer ( excess ) ; } }
","Buy unclaimed plots .
"
"function crowdsaleRunning ( ) constant public returns ( bool ) { return ! finalized && ( tokensMinted < hardCap ) && ( currentRoundNum ( ) > 0 ) ; }
","Shows if crowdsale is running
"
"function freezeAccount ( address target , bool freeze ) onlyOwner public { token . freezeAccount ( target , freeze ) ; }
","` freeze ?
"
"function setTokenState ( TokenState _tokenState ) external optionalProxy_onlyOwner { tokenState = _tokenState ; emitTokenStateUpdated ( _tokenState ) ; }
","Set the address of the TokenState contract .
"
"function invokeFor ( address _invoker ) public returns ( uint ) ;
","Eth amount to cover gas will be returned if gas price is equal or less then specified for contract .
"
"function createCloneToken ( address _parentToken , uint _snapshotBlock , string _tokenName , uint8 _decimalUnits , string _tokenSymbol , bool _transfersEnabled ) public returns ( DOTSToken ) { DOTSToken newToken = new DOTSToken ( this , _parentToken , _snapshotBlock , _tokenName , _decimalUnits , _tokenSymbol , _transfersEnabled ) ; newToken . changeController ( msg . sender ) ; return newToken ; }
","Update the DApp by creating a new token with new functionalities the msg.sender becomes the controller of this clone token
"
"function adminClose ( address _to ) public onlyAdmin validAddress ( _to ) { require ( forSalePixelconIndexes . length == uint256 ( 0 ) , ""Cannot close with active listings"" ) ; selfdestruct ( _to ) ; }
","Close and destroy the market
"
"function getIndexName ( bytes32 indexId ) constant returns ( bytes32 ) { return index_lookup [ indexId ] . name ; }
","Retrieves the name of an index .
"
"function deploy ( bytes _data ) external returns ( address ) { if ( setupCost > 0 ) require ( polyToken . transferFrom ( msg . sender , owner , setupCost ) , ""Failed transferFrom because of sufficent Allowance is not provided"" ) ; CountTransferManager countTransferManager = new CountTransferManager ( msg . sender , address ( polyToken ) ) ; require ( getSig ( _data ) == countTransferManager . getInitFunction ( ) , ""Provided data is not valid"" ) ; require ( address ( countTransferManager ) . call ( _data ) , ""Un-successfull call"" ) ; emit LogGenerateModuleFromFactory ( address ( countTransferManager ) , getName ( ) , address ( this ) , msg . sender , now ) ; return address ( countTransferManager ) ; }
","used to launch the Module with the help of factory
"
"function havvensReceivedForNomins ( uint amount ) public view returns ( uint ) { uint nominsReceived = nomin . amountReceived ( amount ) ; return safeDiv_dec ( nominsReceived , usdToHavPrice ) ; }
","Calculate how many havvens you will receive if you transfer an amount of nomins .
"
"function finalizeSale ( ) public onlyOwner { doFinalizeSale ( ) ; }
","finalize the sale
"
"function getPrice ( Campaign storage _campaign ) internal view returns ( uint _price ) { return _campaign . price ; }
","Get campaign price per proof of attention
"
"function removeMember ( address targetMember ) onlyOwner public { require ( memberId [ targetMember ] != 0 ) ; for ( uint i = memberId [ targetMember ] ; i < members . length - 1 ; i ++ ) { members [ i ] = members [ i + 1 ] ; } delete members [ members . length - 1 ] ; members . length -- ; }
","Remove membership from ` targetMember `
"
"function ownerOf ( uint256 _tokenId ) public view returns ( address owner ) { return assetIndexToOwner [ _tokenId ] ; }
","Returns owner of a given Asset ( Token ) .
"
"function resolveAddress ( address addr ) public view returns ( address ) { address parentAddr = addressAlias [ addr ] ; if ( parentAddr == address ( 0 ) ) { return addr ; } else { return parentAddr ; } }
","Resolve an address to its canonical address .
"
"function transferPlusFee ( uint value ) external view returns ( uint ) { return safeAdd ( value , transferFeeIncurred ( value ) ) ; }
","The value that you would need to send so that the recipient receives a specified value .
"
"function pay ( uint index , uint256 _amount , address _from , bytes oracleData ) public returns ( bool ) { Loan storage loan = loans [ index ] ; require ( loan . status == Status . lent ) ; addInterest ( index ) ; uint256 toPay = min ( getPendingAmount ( index ) , _amount ) ; PartialPayment ( index , msg . sender , _from , toPay ) ; loan . paid = safeAdd ( loan . paid , toPay ) ; if ( getRawPendingAmount ( index ) == 0 ) { TotalPayment ( index ) ; loan . status = Status . paid ; lendersBalance [ loan . lender ] -= 1 ; activeLoans -= 1 ; Transfer ( loan . lender , 0x0 , index ) ; } uint256 transferValue = convertRate ( loan . oracle , loan . currency , oracleData , toPay ) ; require ( transferValue > 0 || toPay < _amount ) ; lockTokens ( rcn , transferValue ) ; require ( rcn . transferFrom ( msg . sender , this , transferValue ) ) ; loan . lenderBalance = safeAdd ( transferValue , loan . lenderBalance ) ; return true ; }
","Pay loan Does a payment of a given Loan , before performing the payment the accumulated interest is computed and added to the total pending amount .
"
"function approve ( address _spender , uint256 _amount ) returns ( bool success ) { if ( isContract ( controller ) ) { if ( ! TokenController ( controller ) . onApprove ( msg . sender , _spender , _amount ) ) throw ; } return super . approve ( _spender , _amount ) ; }
","` msg.sender ` approves ` _spender ` to spend ` _amount ` tokens on its behalf .
"
"function _adjustBalanceCheckpoints ( address _investor ) internal { TokenLib . adjustCheckpoints ( checkpointBalances [ _investor ] , balanceOf ( _investor ) , currentCheckpointId ) ; }
","Internal - adjusts token holder balance at checkpoint after a token transfer
"
"function checkMonthlyLimit ( ) external constant returns ( uint256 remaining ) { return monthlyLimit [ msg . sender ] ; }
","Check how much Casino withdrawal balance remains for address
"
"function getPermissions ( ) public view returns ( bytes32 [ ] ) { bytes32 [ ] memory allPermissions = new bytes32 [ ] ( 1 ) ; allPermissions [ 0 ] = WHITELIST ; return allPermissions ; }
","Return the permissions flag that are associated with Percentage transfer Manager
"
"function checkPermission ( address _delegate , address _module , bytes32 _perm ) public view returns ( bool ) { if ( modules [ PERMISSIONMANAGER_KEY ] . length == 0 ) { return false ; } for ( uint8 i = 0 ; i < modules [ PERMISSIONMANAGER_KEY ] . length ; i ++ ) { if ( IPermissionManager ( modules [ PERMISSIONMANAGER_KEY ] [ i ] . moduleAddress ) . checkPermission ( _delegate , _module , _perm ) ) { return true ; } } }
","Validate permissions with PermissionManager if it exists , If no Permission return false
"
"function transferFrom ( address _from , address _to , uint256 _tokenId ) public whenNotPaused { require ( _to != address ( 0 ) ) ; require ( _tokenExists ( _tokenId ) ) ; require ( _approvedFor ( _to , _tokenId ) ) ; require ( _owns ( _from , _tokenId ) ) ; require ( _owns ( msg . sender , _tokenId ) || ( msg . sender == playerTokenToApproved [ _tokenId ] ) || operators [ _from ] [ msg . sender ] ) ; _transfer ( _from , _to , _tokenId ) ; }
","Transfer ownership of an NFT -- THE CALLER IS RESPONSIBLE TO CONFIRM THAT ` _to ` IS CAPABLE OF RECEIVING NFTS OR ELSE THEY MAY BE PERMANENTLY LOST
"
"function ensureInAccountList ( address addr ) internal { require ( ! readOnly , ""Read only mode engaged"" ) ; bool found = false ; address current = addressLinkedList [ 0 ] ; while ( current != 0 ) { if ( current == addr ) { found = true ; break ; } current = addressLinkedList [ current ] ; } if ( ! found ) { addToAccountList ( addr ) ; } }
","Make sure that this address exists in our linked list
"
"function claimTokens ( address _token ) public onlyOwner { NEC token = NEC ( _token ) ; uint balance = token . balanceOf ( this ) ; token . transfer ( owner , balance ) ; ClaimedTokens ( _token , owner , balance ) ; }
","This method can be used by the owner to extract mistakenly sent tokens to this contract .
"
"function approveAndCall ( address _spender , uint256 _amount , bytes _extraData ) returns ( bool success ) ;
","` msg.sender ` approves ` _spender ` to send ` _amount ` tokens on its behalf , and then a function is triggered in the contract that is being approved , ` _spender ` .
"
"function getValueAt ( Checkpoint [ ] storage _checkpoints , uint256 _checkpointId , uint256 _currentValue ) public view returns ( uint256 ) { if ( _checkpointId == 0 ) { return 0 ; } if ( _checkpoints . length == 0 ) { return _currentValue ; } if ( _checkpoints [ 0 ] . checkpointId >= _checkpointId ) { return _checkpoints [ 0 ] . value ; } if ( _checkpoints [ _checkpoints . length - 1 ] . checkpointId < _checkpointId ) { return _currentValue ; } if ( _checkpoints [ _checkpoints . length - 1 ] . checkpointId == _checkpointId ) { return _checkpoints [ _checkpoints . length - 1 ] . value ; } uint256 min = 0 ; uint256 max = _checkpoints . length - 1 ; while ( max > min ) { uint256 mid = ( max + min ) / 2 ; if ( _checkpoints [ mid ] . checkpointId == _checkpointId ) { max = mid ; break ; } if ( _checkpoints [ mid ] . checkpointId < _checkpointId ) { min = mid + 1 ; } else { max = mid ; } } return _checkpoints [ max ] . value ; }
","Queries a value at a defined checkpoint
"
"function setPreDGZtoDgzRate ( uint rate ) public onlyOwner { preDGZtoDGZExchangeRate = rate ; tokensAvailableForSale = totalTokensAvailableForSale - preDGZTokensSold * preDGZtoDGZExchangeRate / 100000000 - privateSalesTokensSold ; }
","In case if prices are changed due to some great change in ETH price , this function can be used to change conversion rate for preDGZ owners .
"
"function withdraw ( uint256 _gameID ) external isHuman ( ) isActivated ( _gameID ) isEnded ( _gameID ) { require ( now < game_ [ _gameID ] . withdrawDeadline , ""withdraw deadline already passed"" ) ; require ( gameStatus_ [ _gameID ] . fundCleared == false , ""fund already cleared"" ) ; uint256 _pID = BMBook . pIDxAddr_ ( msg . sender ) ; require ( _pID != 0 , ""player has not played this game"" ) ; require ( players_ [ _pID ] [ _gameID ] . withdrawn == false , ""player already cashed out"" ) ; players_ [ _pID ] [ _gameID ] . withdrawn = true ; if ( game_ [ _gameID ] . canceled ) { uint256 _totalInvestment = players_ [ _pID ] [ _gameID ] . eth . mul ( 95 ) / 100 ; if ( _totalInvestment > 0 ) { BMBook . getPlayerAddr ( _pID ) . transfer ( _totalInvestment ) ; gameStatus_ [ _gameID ] . totalWithdrawn = _totalInvestment . add ( gameStatus_ [ _gameID ] . totalWithdrawn ) ; } emit BMEvents . onWithdraw ( _gameID , _pID , msg . sender , BMBook . getPlayerName ( _pID ) , _totalInvestment , now ) ; } else { uint256 _totalWinnings = getPlayerInstWinning ( _gameID , _pID , game_ [ _gameID ] . winnerTeam ) . add ( getPlayerPotWinning ( _gameID , _pID , game_ [ _gameID ] . winnerTeam ) ) ; if ( _totalWinnings > 0 ) { BMBook . getPlayerAddr ( _pID ) . transfer ( _totalWinnings ) ; gameStatus_ [ _gameID ] . totalWithdrawn = _totalWinnings . add ( gameStatus_ [ _gameID ] . totalWithdrawn ) ; } emit BMEvents . onWithdraw ( _gameID , _pID , msg . sender , BMBook . getPlayerName ( _pID ) , _totalWinnings , now ) ; } }
","Withdraw winnings .
"
"function updateFromRegistry ( ) external ;
","Use to get the latest contract address of the regstries
"
"function getPoll ( bytes32 _hash ) external constant returns ( bool , string , uint8 , uint256 , uint256 , bool , uint256 , uint256 , uint256 ) { Poll poll = polls [ _hash ] ; return ( poll . exists , poll . title , poll . percentage , poll . hashRate , totalHashRate , poll . approved , poll . approvalBlock , poll . approvalHashRate , poll . approvalTotalHashRate ) ; }
","Retreive the poll data
"
"function tokenBurner ( uint256 _amount ) public onlyOwner returns ( bool burned ) { require ( _amount > 0 ) ; require ( totalSupply . sub ( _amount ) >= 0 ) ; require ( balances [ msg . sender ] >= _amount ) ; require ( balances [ msg . sender ] . sub ( _amount ) >= 0 ) ; totalSupply = totalSupply . sub ( _amount ) ; balances [ msg . sender ] = balances [ msg . sender ] . sub ( _amount ) ; Transfer ( msg . sender , 0 , _amount ) ; return true ; }
","Used to burn tokens
"
"function contribute ( address _miner ) internal notBeforeGenesis nonZeroValued notPaused returns ( bool ) { uint256 block = currentBlock ( ) ; uint256 halving = currentHalving ( ) ; uint256 hashRate = HASH_RATE_MULTIPLIER . mul ( msg . value ) ; Miner miner = miners [ _miner ] ; if ( halving != 0 && halving < maxHalvings ) { uint256 I ; uint256 n = 0 ; for ( I = halving - 1 ; I > 0 ; I -- ) { if ( ! halvingsHashRate [ I ] . carried ) { n = n . add ( 1 ) ; } else { break ; } } for ( I = halving - n ; I < halving ; I ++ ) { if ( ! halvingsHashRate [ I ] . carried ) { halvingsHashRate [ I ] . carried = true ; halvingsHashRate [ I ] . rate = halvingsHashRate [ I ] . rate . add ( halvingsHashRate [ I - 1 ] . rate ) ; } } } if ( halving < maxHalvings ) { halvingsHashRate [ halving ] . rate = halvingsHashRate [ halving ] . rate . add ( hashRate ) ; } if ( miner . block == 0 ) { miner . block = block ; } miner . hashRate [ halving ] . rate = miner . hashRate [ halving ] . rate . add ( hashRate ) ; miner . totalHashRate = miner . totalHashRate . add ( hashRate ) ; totalHashRate = totalHashRate . add ( hashRate ) ; if ( ! bthFoundationWallet . send ( msg . value ) ) { throw ; } LogContribution ( _miner , msg . value , hashRate , block , halving ) ; return true ; }
","Contribute to the mining of BTH
"
"function emergencySplitToggle ( ) isAdmin external { splitInService = ! splitInService ; }
","Disable the splitting function
"
"function checkRelease ( ERC20 token ) public { uint _unRelease = 0 ; for ( uint i = 0 ; i < _amount . length ; i ++ ) { _unRelease = _unRelease . add ( _amount [ i ] ) ; } if ( _unRelease == 0 && block . timestamp >= _unlocktime ) { token . transfer ( owner , token . balanceOf ( this ) ) ; } }
","Release the unexpected token .
"
"function setMigrationAgent ( address _agent ) external isUpgrading onlyOwner { require ( _agent != 0x00 ) ; agent = MigrationAgent ( _agent ) ; if ( ! agent . isMigrationAgent ( ) ) { revert ( ) ; } if ( agent . originalSupply ( ) != supply ) { revert ( ) ; } }
","Set address of migration target contract and enable migration process .
"
"function ( ) external payable { require ( msg . sender == address ( saleAuction ) || msg . sender == address ( siringAuction ) || msg . sender == ceoAddress ) ; }
","No tipping !
"
"function changeController ( address _newController ) public auth { require ( _newController != 0x0 ) ; pls . changeController ( _newController ) ; ControllerChanged ( _newController ) ; }
","The owner of this contract can change the controller of the PLS token Please , be sure that the owner is a trusted agent or 0x0 address .
"
"function ( ) public payable { distribute ( ) ; }
","The Fallback Function that accepts payments .
"
"function transferFrom ( address _from , address _to , uint256 _value ) public returns ( bool success ) { require ( crowdsaleSuccessful ) ; require ( _to != address ( 0 ) ) ; require ( _to != address ( this ) ) ; uint256 allowed = allowance [ _from ] [ msg . sender ] ; require ( _value <= allowed || _from == msg . sender ) ; balanceOf [ _to ] = balanceOf [ _to ] . add ( _value ) ; balanceOf [ _from ] = balanceOf [ _from ] . sub ( _value ) ; if ( allowed != MAX_UINT256 && _from != msg . sender ) { allowance [ _from ] [ msg . sender ] = allowed . sub ( _value ) ; } Transfer ( _from , _to , _value ) ; success = true ; }
","send ` _value ` tokens to ` _to ` address from ` _from ` address if allowance allows
"
"function addProductEndorsement ( string _mappingID , uint _operationIndex , int _productIndex , bool positive , string title , string description ) external returns ( bool success ) { require ( _productIndex > 0 ) ; productOperationEndorsements [ keccak256 ( _mappingID , _operationIndex , _productIndex ) ] . push ( Endorsement ( positive , title , description , msg . sender ) ) ; return true ; }
","Add new endorsement to product winery operation
"
"function collateralisationRatio ( address issuer ) public view returns ( uint ) { uint totalOwnedSynthetix = collateral ( issuer ) ; if ( totalOwnedSynthetix == 0 ) return 0 ; uint debtBalance = debtBalanceOf ( issuer , ""SNX"" ) ; return debtBalance . divideDecimalRound ( totalOwnedSynthetix ) ; }
","The current collateralisation ratio for a user .
"
"function batchTransfer ( address [ ] _tos , uint256 [ ] _values ) public returns ( bool success ) { require ( _tos . length == _values . length ) ; uint256 numTransfers = _tos . length ; uint256 senderBalance = erc20Store . balances ( msg . sender ) ; for ( uint256 i = 0 ; i < numTransfers ; i ++ ) { address to = _tos [ i ] ; require ( to != address ( 0 ) ) ; uint256 v = _values [ i ] ; require ( senderBalance >= v ) ; if ( msg . sender != to ) { senderBalance -= v ; erc20Store . addBalance ( to , v ) ; } erc20Proxy . emitTransfer ( msg . sender , to , v ) ; } erc20Store . setBalance ( msg . sender , senderBalance ) ; return true ; }
","A function for a sender to issue multiple transfers to multiple different addresses at once .
"
"function callSender ( address _operator , address _from , address _to , uint256 _amount , bytes _userData , bytes _operatorData ) private whenNotPaused { address senderImplementation = interfaceAddr ( _from , ""ERC777TokensSender"" ) ; if ( senderImplementation != 0 ) { ERC777TokensSender ( senderImplementation ) . tokensToSend ( _operator , _from , _to , _amount , _userData , _operatorData ) ; } }
","Helper function that checks for ERC777TokensSender on the sender and calls it .
"
"function sellMaximumPossibleAmountOfTokens ( ) { require ( ! frozenAccount [ msg . sender ] ) ; require ( tokenBalanceOf [ msg . sender ] > 0 ) ; require ( this . balance > sellPrice ) ; if ( tokenBalanceOf [ msg . sender ] * sellPrice <= this . balance ) { sell ( tokenBalanceOf [ msg . sender ] ) ; } else { sell ( this . balance / sellPrice ) ; } }
","Allow user to sell maximum possible amount of metadollars , depend on ether amount on contract
"
"function claim ( address engine , uint256 loanId , bytes ) external returns ( bool ) { uint256 mortgageId = loanToLiability [ engine ] [ loanId ] ; Mortgage storage mortgage = mortgages [ mortgageId ] ; require ( mortgage . status == Status . Ongoing , ""Mortgage not ongoing"" ) ; require ( mortgage . loanId == loanId , ""Mortgage don't match loan id"" ) ; if ( mortgage . engine . getStatus ( loanId ) == Engine . Status . paid || mortgage . engine . getStatus ( loanId ) == Engine . Status . destroyed ) { require ( _isAuthorized ( msg . sender , mortgageId ) , ""Sender not authorized"" ) ; mortgage . status = Status . Paid ; land . safeTransferFrom ( this , msg . sender , mortgage . landId ) ; emit PaidMortgage ( msg . sender , mortgageId ) ; } else if ( isDefaulted ( mortgage . engine , loanId ) ) { require ( msg . sender == mortgage . engine . ownerOf ( loanId ) , ""Sender not lender"" ) ; mortgage . status = Status . Defaulted ; land . safeTransferFrom ( this , msg . sender , mortgage . landId ) ; emit DefaultedMortgage ( mortgageId ) ; } else { revert ( ""Mortgage not defaulted/paid"" ) ; } _destroy ( mortgageId ) ; delete mortgageByLandId [ mortgage . landId ] ; return true ; }
","Claims the mortgage when the loan status is resolved and transfers the ownership of the parcel to which corresponds .
"
"function deedName ( uint256 _deedId ) external pure returns ( string _deedName ) ;
","A distinct name for a deed managed by this contract
"
"function blockTime ( ) constant returns ( uint32 ) { return uint32 ( block . timestamp ) ; }
","for test purpose
"
"function getBalance ( bytes32 _requestId ) public view returns ( int256 ) { int256 balance = requests [ _requestId ] . payee . balance ; for ( uint8 i = 0 ; subPayees [ _requestId ] [ i ] . addr != address ( 0 ) ; i = i . add ( 1 ) ) { balance = balance . add ( subPayees [ _requestId ] [ i ] . balance ) ; } return balance ; }
","Gets balance total of a request .
"
"function paymentMixed ( uint256 _regularTokenAmount , uint256 _rewardTokenAmount , uint256 _rewardPercentageIndex ) public { paymentRewardTokens ( _rewardTokenAmount ) ; paymentRegularTokens ( _regularTokenAmount , _rewardPercentageIndex ) ; }
","Process a TRVL tokens payment with a combination of regular and rewards tokens .
"
"function freezeAccount ( address _target , bool _freeze ) public onlyOwner returns ( bool ) { _frozenAccount [ _target ] = _freeze ; AccountFrozen ( _target , _freeze ) ; return true ; }
","Freeze or unfreeze account , can be run only by owner
"
"function bulkTransfer ( address [ ] _destinations , uint256 [ ] _amounts ) public onlyAdmin returns ( bool ) { require ( _destinations . length == _amounts . length , ""Invalid operation."" ) ; uint256 requiredBalance = sumOf ( _amounts ) ; require ( balances [ msg . sender ] >= requiredBalance , ""You don't have sufficient funds to transfer amount that large."" ) ; for ( uint256 i = 0 ; i < _destinations . length ; i ++ ) { transfer ( _destinations [ i ] , _amounts [ i ] ) ; } emit BulkTransferPerformed ( _destinations , _amounts ) ; return true ; }
","Allows only the admins and/or whitelisted applications to perform bulk transfer operation .
"
"function applyDiscount ( uint256 _etherAmount , uint256 _contributorTokens ) internal constant returns ( uint256 ) { return _contributorTokens ; }
","Applies the discount based on the discount tiers
"
"function onERC721Received ( address _operator , address _from , uint256 _tokenId , bytes _data ) public returns ( bytes4 ) ;
","Handle the receipt of an NFT
"
"function STARTMETADOLLAR ( ) { sellPrice = 900000000000000 ; mtdAmount = 1000000000000000000 ; ethAmount = 1000000000000000 ; mtdPreAmount = 1 ; ethPreAmount = 1 ; preIcoIsRunning = true ; minimalGoalReached = false ; icoExitIsPossible = false ; icoIsClosed = false ; tokenBalanceOf [ this ] += _totalSupply ; allowed [ this ] [ owner ] = _totalSupply ; allowed [ this ] [ supervisor ] = _totalSupply ; currentTokenPrice = mtdAmount * ethAmount ; preICOprice = mtdPreAmount * ethPreAmount ; ICOprice = mtdAmount * ethAmount ; sellPrice = 0 ; updatePrices ( ) ; }
","Constructor of the contract
"
"function incremental ( uint256 totalEuroUlps , uint256 euroUlps ) public pure returns ( uint256 neumarkUlps ) { require ( totalEuroUlps + euroUlps >= totalEuroUlps ) ; uint256 from = cumulative ( totalEuroUlps ) ; uint256 to = cumulative ( totalEuroUlps + euroUlps ) ; assert ( to >= from ) ; return to - from ; }
","returns additional amount of neumarks issued for euroUlps at totalEuroUlps
"
"function setDirectPaymentThreshold ( uint256 threshold ) external onlyCFO { directPaymentThreshold = threshold ; }
","Set the threshold for a payment to be sent directly .
"
"function tokenOfOwnerByIndex ( address _owner , uint256 _index ) external view returns ( uint256 ) { require ( _index < ownerToRareArray [ _owner ] . length ) ; if ( _owner != address ( 0 ) ) { uint256 tokenId = ownerToRareArray [ _owner ] [ _index ] ; return tokenId ; } }
","Enumerate rare items assigned to an owner
"
"function withdrawHavvens ( uint quantity ) external onlyOwner onlyDuringSetup { havven . transfer ( havven , quantity ) ; }
","Withdraws a quantity of havvens back to the havven contract .
"
